year,round,driverId,stop,lap,time,duration
2014,1,raikkonen,2,36,18:08:30,21.825
2014,1,kvyat,2,36,18:08:31,23.920
2015,1,ericsson,1,1,16:05:59,22.681
2015,1,raikkonen,1,16,16:31:07,27.465
2015,1,massa,1,21,16:38:38,22.062
2015,1,hulkenberg,1,21,16:39:11,22.137
2015,1,ricciardo,1,23,16:42:09,22.535
2015,1,vettel,1,24,16:43:16,22.694
2015,1,sainz,1,24,16:43:48,55.789
2015,1,hamilton,1,25,16:44:32,22.295
2015,1,nasr,1,25,16:45:12,22.933
2015,1,rosberg,1,26,16:46:11,22.105
2015,1,ericsson,2,26,16:47:15,23.254
2015,1,button,1,27,16:49:15,23.353
2015,1,max_verstappen,1,32,16:56:30,23.532
2015,1,perez,1,38,17:06:52,26.009
2015,1,raikkonen,2,40,17:08:30,22.405
2015,1,ericsson,3,43,17:14:28,22.353
2015,1,hulkenberg,2,44,17:15:43,21.612
2016,1,kevin_magnussen,1,1,16:09:48,27.831
2016,1,sainz,1,8,16:19:48,22.414
2016,1,nasr,1,10,16:23:19,22.701
2016,1,massa,1,11,16:24:32,21.550
2016,1,wehrlein,1,11,16:24:47,26.206
2016,1,ericsson,1,11,16:24:51,22.357
2016,1,rosberg,1,12,16:25:48,21.531
2016,1,ricciardo,1,12,16:25:59,22.245
2016,1,alonso,1,12,16:26:14,21.796
2016,1,jolyon_palmer,1,12,16:26:22,23.286
2016,1,haryanto,1,12,16:26:36,23.224
2016,1,vettel,1,13,16:27:17,21.339
2016,1,max_verstappen,1,13,16:27:32,22.303
2016,1,button,1,15,16:31:07,22.616
2016,1,raikkonen,1,16,16:32:03,22.508
2016,1,hamilton,1,16,16:32:16,21.940
2016,1,hulkenberg,1,16,16:32:30,22.167
2016,1,perez,1,16,16:32:37,24.719
2016,1,bottas,1,17,16:34:32,21.376
2016,1,kevin_magnussen,2,16,16:34:50,22.079
2016,1,vettel,2,18,16:36:56,18:09.312
2016,1,rosberg,2,18,16:36:58,18:09.303
2016,1,raikkonen,2,18,16:37:00,18:09.365
2016,1,ricciardo,2,18,16:37:02,18:09.822
2016,1,max_verstappen,2,18,16:37:03,18:09.372
2016,1,sainz,2,18,16:37:05,18:09.971
2016,1,hamilton,2,18,16:37:09,18:10.087
2016,1,massa,2,18,16:37:10,18:09.805
2016,1,grosjean,1,18,16:37:12,18:09.417
2016,1,hulkenberg,2,18,16:37:14,18:09.155
2017,1,kevin_magnussen,1,1,16:08:47,31.336
2017,1,stroll,1,5,16:14:22,22.293
2017,1,vandoorne,1,9,16:20:40,39.562
2017,1,ocon,1,15,16:29:32,22.154
2017,1,giovinazzi,1,15,16:29:57,28.591
2017,1,alonso,1,16,16:31:00,22.484
2017,1,hulkenberg,1,16,16:31:01,23.130
2017,1,hamilton,1,17,16:31:40,21.709
2017,1,perez,1,17,16:32:20,22.045
2017,1,sainz,1,18,16:33:49,21.762
2017,1,massa,1,20,16:36:44,21.568
2017,1,vettel,1,23,16:40:32,21.988
2017,1,bottas,1,25,16:43:42,21.440
2017,1,max_verstappen,1,25,16:43:56,22.208
2017,1,raikkonen,1,26,16:45:16,22.033
2017,1,stroll,2,29,16:51:13,22.380
2017,1,hulkenberg,2,30,16:52:40,23.159
2017,1,kvyat,1,34,16:57:51,25.559
2017,1,kevin_magnussen,2,44,17:15:10,22.189
2017,1,kvyat,2,49,17:20:30,24.026
2018,1,brendon_hartley,1,1,16:15:04,22.213
2018,1,raikkonen,1,18,16:40:07,21.421
2018,1,hamilton,1,19,16:41:30,21.821
2018,1,leclerc,1,20,16:44:03,22.242
2018,1,max_verstappen,1,21,16:45:06,20.953
2018,1,kevin_magnussen,1,22,16:46:31,21.983
2018,1,sainz,1,22,16:46:46,23.868
2018,1,brendon_hartley,2,22,16:47:37,22.296
2018,1,ocon,1,23,16:48:25,21.854
2018,1,grosjean,1,24,16:49:31,23.054
2018,1,hulkenberg,1,24,16:49:35,22.628
2018,1,perez,1,24,16:49:51,22.327
2018,1,vandoorne,1,25,16:51:17,22.474
2018,1,bottas,1,25,16:51:21,21.664
2018,1,stroll,1,25,16:51:46,25.504
2018,1,vettel,1,26,16:52:19,21.787
2018,1,ricciardo,1,26,16:52:59,21.440
2018,1,alonso,1,26,16:53:09,22.573
2018,1,leclerc,2,27,16:56:25,22.836
2018,1,stroll,2,29,16:59:57,21.397
2019,1,kubica,1,1,16:15:28,32.997
2019,1,ricciardo,1,1,16:15:30,33.027
2019,1,raikkonen,1,12,16:31:50,23.299
2019,1,hulkenberg,1,13,16:33:19,21.588
2019,1,perez,1,13,16:33:28,23.234
2019,1,vettel,1,14,16:34:28,21.995
2019,1,kevin_magnussen,1,14,16:34:47,22.388
2019,1,albon,1,14,16:34:57,21.780
2019,1,hamilton,1,15,16:35:52,21.515
2019,1,grosjean,1,15,16:36:19,29.981
2019,1,norris,1,15,16:36:25,21.627
2019,1,bottas,1,23,16:47:33,22.014
2019,1,max_verstappen,1,25,16:50:47,21.157
2019,1,kvyat,1,26,16:52:54,22.086
2019,1,russell,1,26,16:53:46,21.689
2019,1,stroll,1,27,16:54:21,22.471
2019,1,giovinazzi,1,27,16:54:58,27.172
2019,1,leclerc,1,28,16:55:26,22.306
2019,1,kubica,2,28,16:58:10,22.343
2019,1,gasly,1,37,17:09:14,21.269
2019,1,russell,2,42,17:18:18,21.543
2019,1,kubica,3,44,17:22:42,21.889
2020,1,grosjean,1,20,15:37:03,23.280
2020,1,raikkonen,1,24,15:41:31,23.229
2020,1,giovinazzi,1,25,15:42:49,23.659
2020,1,russell,1,25,15:42:53,21.417
2020,1,bottas,1,26,15:43:06,21.937
2020,1,hamilton,1,26,15:43:14,21.850
2020,1,albon,1,26,15:43:25,21.279
2020,1,norris,1,26,15:43:33,23.637
2020,1,perez,1,26,15:43:34,22.383
2020,1,leclerc,1,26,15:43:38,22.756
2020,1,sainz,1,26,15:43:41,23.827
2020,1,vettel,1,26,15:43:55,22.231
2020,1,gasly,1,26,15:44:02,22.466
2020,1,kvyat,1,26,15:44:12,22.769
2020,1,ocon,1,26,15:44:17,21.683
2020,1,latifi,1,26,15:45:08,22.058
2020,1,albon,2,51,16:15:09,21.842
2020,1,norris,2,51,16:15:19,21.921
2020,1,leclerc,2,51,16:15:24,21.972
2020,1,kvyat,2,51,16:15:41,21.622
2020,1,raikkonen,2,51,16:15:48,21.569
2020,1,vettel,2,51,16:15:55,22.738
2020,1,latifi,2,51,16:16:23,21.918
2020,1,sainz,2,52,16:17:02,21.805
2020,1,giovinazzi,2,55,16:22:14,22.800
2020,1,bottas,2,56,16:23:58,16.407
2020,1,hamilton,2,56,16:24:00,16.365
2020,1,perez,2,56,16:24:01,16.546
2020,1,albon,3,56,16:24:03,17.035
2020,1,norris,3,56,16:24:03,18.163
2021,1,perez,1,2,18:11:56,23.993
2021,1,gasly,1,4,18:16:14,38.338
2021,1,alonso,1,11,18:27:32,24.373
2021,1,norris,1,12,18:29:05,24.899
2021,1,leclerc,1,12,18:29:06,24.925
2021,1,stroll,1,12,18:29:09,24.884
2021,1,giovinazzi,1,12,18:29:14,31.998
2021,1,hamilton,1,13,18:30:29,24.839
2021,1,ricciardo,1,13,18:30:45,24.688
2021,1,raikkonen,1,13,18:30:52,24.107
2021,1,ocon,1,13,18:30:55,25.226
2021,1,russell,1,13,18:31:02,24.621
2021,1,latifi,1,14,18:32:44,26.046
2021,1,mick_schumacher,1,14,18:32:58,25.798
2021,1,sainz,1,15,18:34:04,24.353
2021,1,tsunoda,1,15,18:34:12,25.046
2021,1,bottas,1,16,18:35:24,24.262
2021,1,max_verstappen,1,17,18:36:54,24.767
2021,1,perez,2,19,18:40:35,24.105
2021,1,gasly,2,19,18:41:17,24.317
2021,1,vettel,1,24,18:49:08,24.626
2021,1,hamilton,2,28,18:54:40,24.076
2021,1,stroll,2,28,18:55:23,25.525
2021,1,raikkonen,2,29,18:57:06,24.046
2021,1,alonso,2,29,18:57:13,24.775
2021,1,bottas,2,30,18:57:58,32.897
2021,1,giovinazzi,2,30,18:58:53,24.223
2021,1,ocon,2,31,19:00:29,24.471
2021,1,leclerc,2,32,19:01:40,24.176
2021,1,ricciardo,2,32,19:01:44,24.655
2022,1,hamilton,1,11,18:21:54,25.201
2022,1,alonso,1,11,18:22:10,25.365
2022,1,mick_schumacher,1,12,18:24:08,25.214
2022,1,albon,1,13,18:25:47,24.874
2022,1,max_verstappen,1,14,18:26:43,24.897
2022,1,sainz,1,14,18:26:50,24.666
2022,1,kevin_magnussen,1,14,18:27:07,25.478
2022,1,gasly,1,14,18:27:08,24.575
2022,1,ocon,1,14,18:27:11,30.484
2022,1,bottas,1,14,18:27:19,25.893
2022,1,latifi,1,14,18:27:38,24.457
2022,1,leclerc,1,15,18:28:19,25.012
2022,1,perez,1,15,18:28:32,25.046
2022,1,russell,1,15,18:28:38,25.888
2022,1,tsunoda,1,15,18:28:57,26.095
2022,1,zhou,1,15,18:29:03,25.428
2022,1,ricciardo,1,17,18:32:46,24.915
2022,1,stroll,1,18,18:34:18,25.739
2022,1,hulkenberg,1,19,18:36:11,27.365
2022,1,norris,1,24,18:44:41,24.568
2022,1,alonso,2,25,18:45:53,24.909
2022,1,hamilton,2,27,18:48:44,25.796
2022,1,tsunoda,2,29,18:52:37,24.350
2022,1,max_verstappen,2,30,18:53:16,24.937
2022,1,ocon,2,30,18:54:12,25.393
2022,1,leclerc,2,31,18:54:52,24.527
2022,1,gasly,2,32,18:57:23,25.875
2022,1,latifi,2,32,18:58:19,24.778
2022,1,sainz,2,33,18:58:21,24.438
2022,1,perez,2,33,18:58:23,24.173
2011,2,sutil,1,3,16:09:07,31.694
2011,2,barrichello,1,3,16:10:04,32.978
2011,2,webber,1,10,16:21:21,22.572
2011,2,resta,1,11,16:23:16,22.773
2011,2,hamilton,1,12,16:24:40,22.552
2011,2,vettel,1,13,16:26:17,23.019
2011,2,heidfeld,1,13,16:26:28,23.900
2011,2,button,1,13,16:26:29,22.400
2011,2,massa,1,13,16:26:30,29.224
2011,2,trulli,1,13,16:27:03,25.516
2011,2,alonso,1,14,16:28:15,23.152
2011,2,michael_schumacher,1,14,16:28:34,22.576
2011,2,petrov,1,15,16:30:10,23.182
2011,2,buemi,1,15,16:30:23,23.280
2011,2,rosberg,1,15,16:30:37,24.967
2011,2,kovalainen,1,15,16:30:37,29.084
2011,2,alguersuari,1,16,16:32:25,23.584
2011,2,sutil,2,16,16:32:31,22.046
2011,2,kobayashi,1,17,16:33:53,23.280
2011,2,perez,1,17,16:34:14,23.597
2011,2,glock,1,17,16:34:28,24.617
2011,2,ambrosio,1,17,16:34:39,26.252
2011,2,liuzzi,1,17,16:34:56,27.815
2011,2,barrichello,2,17,16:35:41,24.502
2011,2,buemi,2,20,16:39:30,29.843
2011,2,webber,2,22,16:42:37,21.991
2011,2,button,2,23,16:44:11,22.471
2011,2,hamilton,2,24,16:45:48,22.611
2011,2,resta,2,24,16:46:20,22.419
2011,2,vettel,2,25,16:47:27,21.893
2012,2,perez,1,1,16:05:39,25.671
2012,2,bruno_senna,1,1,16:06:01,31.006
2012,2,resta,1,2,16:07:52,23.988
2012,2,massa,1,3,16:10:03,24.034
2012,2,glock,1,3,16:10:14,25.096
2012,2,pic,1,3,16:10:20,29.317
2012,2,button,1,4,16:12:01,24.305
2012,2,alonso,1,4,16:12:09,24.653
2012,2,hulkenberg,1,4,16:12:17,23.856
2012,2,ricciardo,1,4,16:12:26,25.470
2012,2,petrov,1,4,16:12:28,24.718
2012,2,kovalainen,1,4,16:12:30,32.670
2012,2,hamilton,1,5,16:14:12,24.271
2012,2,webber,1,5,16:14:20,24.569
2012,2,vettel,1,5,16:14:27,25.658
2012,2,rosberg,1,5,16:14:31,25.600
2012,2,maldonado,1,5,16:14:32,25.535
2012,2,raikkonen,1,5,16:14:36,27.602
2012,2,kobayashi,1,5,16:14:39,28.122
2012,2,michael_schumacher,1,5,16:14:40,24.831
2012,2,bruno_senna,2,7,16:20:17,26.269
2012,2,button,2,13,17:26:27,25.922
2012,2,rosberg,2,13,17:26:30,25.199
2012,2,raikkonen,2,13,17:26:32,24.927
2012,2,kobayashi,2,13,17:26:34,26.255
2012,2,rosa,1,13,17:26:36,15.684
2012,2,petrov,2,13,17:26:37,29.359
2012,2,glock,2,13,17:26:37,25.660
2012,2,bruno_senna,3,13,17:26:38,24.980
2012,2,hamilton,2,14,17:28:30,27.961
2013,2,vettel,1,5,16:13:32,21.135
2013,2,massa,1,5,16:13:49,22.403
2013,2,sutil,1,6,16:15:54,37.833
2013,2,ricciardo,1,6,16:15:56,22.416
2013,2,resta,1,6,16:15:57,43.713
2013,2,raikkonen,1,6,16:15:57,25.905
2013,2,maldonado,1,6,16:16:01,24.737
2013,2,garde,1,6,16:16:05,23.252
2013,2,jules_bianchi,1,6,16:16:07,26.546
2013,2,bottas,1,6,16:16:09,24.960
2013,2,chilton,1,6,16:16:12,30.365
2013,2,webber,1,7,16:17:26,21.010
2013,2,hamilton,1,7,16:17:30,24.933
2013,2,button,1,7,16:17:43,22.448
2013,2,hulkenberg,1,7,16:17:44,22.996
2013,2,perez,1,7,16:17:51,21.583
2013,2,grosjean,1,7,16:17:52,22.105
2013,2,gutierrez,1,7,16:17:55,24.397
2013,2,vergne,1,7,16:17:57,49.216
2013,2,pic,1,7,16:18:03,44.428
2013,2,rosberg,1,8,16:19:28,22.028
2013,2,maldonado,2,13,16:29:27,32.561
2013,2,jules_bianchi,2,17,16:36:29,23.755
2013,2,garde,2,18,16:38:15,22.706
2013,2,webber,2,19,16:38:48,20.736
2013,2,ricciardo,2,19,16:39:32,22.388
2013,2,chilton,2,19,16:40:11,22.668
2013,2,massa,2,20,16:40:56,21.635
2013,2,grosjean,2,20,16:40:57,21.812
2013,2,resta,2,20,16:41:12,2:03.124
2014,2,jules_bianchi,1,1,16:07:01,52.836
2014,2,vergne,1,2,16:07:55,45.629
2014,2,raikkonen,1,2,16:08:22,26.399
2014,2,kevin_magnussen,1,9,16:20:38,37.116
2014,2,kvyat,1,10,16:22:31,25.109
2014,2,gutierrez,1,10,16:22:33,29.420
2014,2,chilton,1,10,16:22:44,25.639
2014,2,alonso,1,11,16:24:00,24.466
2014,2,sutil,1,11,16:24:25,25.998
2014,2,ericsson,1,11,16:24:33,30.040
2014,2,ricciardo,1,12,16:25:46,24.709
2014,2,massa,1,12,16:26:05,24.637
2014,2,grosjean,1,12,16:26:14,25.046
2014,2,vettel,1,13,16:27:33,24.432
2014,2,button,1,13,16:27:49,24.841
2014,2,rosberg,1,14,16:29:15,24.723
2014,2,bottas,1,14,16:29:48,25.020
2014,2,hamilton,1,15,16:30:55,24.604
2014,2,kobayashi,1,15,16:31:53,27.124
2014,2,hulkenberg,1,16,16:33:07,25.336
2014,2,vergne,2,17,16:36:11,26.598
2014,2,raikkonen,2,18,16:37:53,24.417
2014,2,kvyat,2,22,16:44:37,27.473
2014,2,gutierrez,2,23,16:46:42,26.325
2014,2,kevin_magnussen,2,24,16:48:18,30.661
2014,2,sutil,2,24,16:48:28,25.493
2014,2,button,2,25,16:49:48,24.524
2014,2,grosjean,2,25,16:50:09,25.596
2014,2,ericsson,2,26,16:52:40,26.515
2014,2,alonso,2,27,16:53:03,24.222
2015,2,maldonado,1,1,15:06:15,37.289
2015,2,nasr,1,2,15:07:27,33.918
2015,2,raikkonen,1,2,15:08:04,27.285
2015,2,hamilton,1,4,15:11:07,26.094
2015,2,rosberg,1,4,15:11:11,33.689
2015,2,ricciardo,1,4,15:11:13,26.714
2015,2,massa,1,4,15:11:16,25.831
2015,2,kvyat,1,4,15:11:17,30.463
2015,2,max_verstappen,1,4,15:11:22,29.516
2015,2,bottas,1,4,15:11:24,30.154
2015,2,alonso,1,4,15:11:32,25.222
2015,2,button,1,4,15:11:38,33.027
2015,2,merhi,1,5,15:14:03,27.540
2015,2,sainz,1,14,15:30:50,25.126
2015,2,raikkonen,2,14,15:30:53,24.744
2015,2,hulkenberg,1,15,15:32:38,25.826
2015,2,grosjean,1,15,15:32:40,24.377
2015,2,vettel,1,17,15:35:47,23.996
2015,2,perez,1,17,15:36:31,25.268
2015,2,ricciardo,2,18,15:38:11,25.604
2015,2,maldonado,2,18,15:38:27,37.394
2015,2,max_verstappen,2,20,15:41:45,25.655
2015,2,nasr,2,20,15:42:00,25.741
2015,2,kvyat,2,21,15:43:36,24.781
2015,2,button,2,21,15:43:48,25.581
2015,2,merhi,2,22,15:46:29,27.004
2015,2,hamilton,2,24,15:48:25,24.595
2015,2,massa,2,24,15:48:49,24.788
2015,2,bottas,2,25,15:50:42,24.432
2015,2,rosberg,2,26,15:52:07,24.574
2016,2,hulkenberg,1,1,18:05:30,31.931
2016,2,perez,1,2,18:07:15,30.326
2016,2,sainz,1,2,18:07:43,28.401
2016,2,ricciardo,1,6,18:13:44,24.541
2016,2,massa,1,7,18:15:20,24.093
2016,2,bottas,1,8,18:17:05,24.944
2016,2,gutierrez,1,8,18:17:13,32.793
2016,2,vandoorne,1,9,18:18:55,24.604
2016,2,bottas,2,9,18:19:07,19.369
2016,2,max_verstappen,1,10,18:20:31,25.810
2016,2,nasr,1,10,18:20:44,26.246
2016,2,grosjean,1,11,18:22:08,25.739
2016,2,wehrlein,1,11,18:22:24,26.236
2016,2,raikkonen,1,12,18:23:37,24.720
2016,2,kevin_magnussen,1,12,18:24:08,26.876
2016,2,haryanto,1,12,18:24:14,26.382
2016,2,rosberg,1,13,18:25:02,24.934
2016,2,hamilton,1,13,18:25:20,24.512
2016,2,ericsson,1,13,18:25:47,24.775
2016,2,perez,2,14,18:27:44,25.068
2016,2,kvyat,1,16,18:30:45,24.419
2016,2,hulkenberg,2,16,18:31:10,24.930
2016,2,sainz,2,20,18:38:33,34.978
2016,2,ricciardo,2,24,18:44:00,26.631
2016,2,kevin_magnussen,2,24,18:44:29,24.383
2016,2,vandoorne,2,25,18:45:55,24.682
2016,2,max_verstappen,2,26,18:47:23,25.594
2016,2,grosjean,2,27,18:48:59,26.151
2016,2,hamilton,2,28,18:50:13,25.030
2016,2,raikkonen,2,29,18:51:43,25.222
2017,2,hulkenberg,1,1,14:05:25,23.550
2017,2,vettel,1,2,14:07:35,22.906
2017,2,kvyat,1,2,14:07:46,24.016
2017,2,alonso,1,2,14:07:48,24.250
2017,2,massa,1,2,14:07:51,23.123
2017,2,perez,1,2,14:07:52,24.030
2017,2,kevin_magnussen,1,2,14:07:53,23.809
2017,2,ericsson,1,2,14:07:54,27.934
2017,2,ocon,1,2,14:07:57,17.673
2017,2,grosjean,1,2,14:08:00,30.654
2017,2,giovinazzi,1,2,14:08:01,29.443
2017,2,vandoorne,1,2,14:08:01,25.146
2017,2,hamilton,1,4,14:12:08,22.999
2017,2,bottas,1,4,14:12:17,32.287
2017,2,ricciardo,1,4,14:12:20,17.340
2017,2,raikkonen,1,4,14:12:21,23.847
2017,2,max_verstappen,1,4,14:12:23,23.071
2017,2,vettel,2,4,14:12:35,17.354
2017,2,sainz,1,4,14:12:47,17.337
2017,2,ocon,2,4,14:12:49,33.491
2017,2,alonso,2,4,14:12:55,17.304
2017,2,kvyat,2,4,14:13:00,17.320
2017,2,perez,2,4,14:13:01,17.416
2017,2,massa,2,4,14:13:01,17.324
2017,2,kevin_magnussen,2,4,14:13:03,17.296
2017,2,jolyon_palmer,1,4,14:13:06,17.291
2017,2,vandoorne,2,4,14:13:08,17.325
2017,2,hulkenberg,2,4,14:13:11,17.336
2017,2,ericsson,2,4,14:13:14,17.341
2017,2,grosjean,2,4,14:13:23,17.303
2018,2,max_verstappen,1,2,18:18:14,30.381
2018,2,leclerc,1,3,18:19:24,25.563
2018,2,perez,1,9,18:29:30,24.992
2018,2,vandoorne,1,10,18:31:05,25.081
2018,2,stroll,1,10,18:31:12,33.612
2018,2,kevin_magnussen,1,13,18:35:49,25.106
2018,2,alonso,1,14,18:37:30,24.993
2018,2,gasly,1,15,18:38:59,24.835
2018,2,hulkenberg,1,15,18:39:05,24.454
2018,2,ocon,1,15,18:39:12,24.719
2018,2,sainz,1,16,18:40:52,25.768
2018,2,vettel,1,18,18:43:25,24.524
2018,2,grosjean,1,18,18:44:11,25.011
2018,2,raikkonen,1,19,18:45:09,25.018
2018,2,bottas,1,20,18:46:40,26.105
2018,2,brendon_hartley,1,20,18:47:23,36.646
2018,2,sirotkin,1,22,18:51:05,24.672
2018,2,ericsson,1,23,18:52:22,25.194
2018,2,hamilton,1,26,18:56:29,24.302
2018,2,sainz,2,26,18:57:29,25.307
2018,2,kevin_magnussen,2,27,18:58:45,24.629
2018,2,vandoorne,2,28,19:00:38,25.131
2018,2,grosjean,2,30,19:03:55,25.527
2018,2,stroll,2,30,19:04:24,24.638
2018,2,perez,2,32,19:07:17,24.677
2018,2,gasly,2,34,19:09:50,24.957
2018,2,leclerc,2,34,19:10:46,25.139
2018,2,ocon,2,35,19:12:01,24.596
2018,2,hulkenberg,2,39,19:18:06,24.382
2018,2,alonso,2,39,19:18:09,24.581
2019,2,stroll,1,1,18:15:42,34.338
2019,2,grosjean,1,1,18:15:49,32.082
2019,2,sainz,1,4,18:20:43,45.543
2019,2,perez,1,8,18:26:49,27.136
2019,2,raikkonen,1,9,18:28:25,25.647
2019,2,gasly,1,9,18:28:32,27.557
2019,2,albon,1,9,18:28:33,25.659
2019,2,norris,1,10,18:30:09,24.175
2019,2,kevin_magnussen,1,10,18:30:10,24.948
2019,2,max_verstappen,1,11,18:31:32,24.199
2019,2,kubica,1,11,18:32:04,24.667
2019,2,bottas,1,12,18:33:08,24.865
2019,2,hulkenberg,1,12,18:33:19,25.498
2019,2,kvyat,1,12,18:33:44,26.508
2019,2,russell,1,12,18:33:46,24.633
2019,2,leclerc,1,13,18:34:36,24.518
2019,2,hamilton,1,13,18:34:41,24.255
2019,2,vettel,1,14,18:36:18,24.228
2019,2,giovinazzi,1,16,18:40:11,27.725
2019,2,stroll,2,23,18:52:28,26.600
2019,2,ricciardo,1,24,18:53:09,25.676
2019,2,sainz,2,24,18:54:12,25.034
2019,2,albon,2,25,18:55:06,24.842
2019,2,russell,2,26,18:57:17,24.912
2019,2,kubica,2,27,18:59:03,24.313
2019,2,max_verstappen,2,32,19:05:59,26.729
